trade_date,stock_id,stock_name,enrichment_status,enrichment_provider,ai_used,source_evidence_count,missing_data_flags,enriched_industry,enriched_industry_source,valuation_context,valuation_risk_level,margin_credit_context,margin_risk_level,sector_context,risk_explanation,opportunity_explanation,data_quality_explanation,manual_review_focus,ai_summary,ai_warning,source_evidence_json
2026-05-26,2453,凌群,OK,rule_based,False,10,,全市場,candidate,PE=19.62，同業/市場中位數約 28.88，約為 0.68 倍；PB=3.02，殖利率=4.55%,LOW,"5 日融資變化 431，5 日股價報酬 13.03%，5 日法人買賣超 976,306；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；候選分級 B，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 19.62, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 3.02, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 4.55, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": 431.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1302752293577982, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,3168,眾福科,OK,rule_based,False,10,,全市場,candidate,PE=19.44，同業/市場中位數約 28.88，約為 0.67 倍；PB=2.43，殖利率=5.76%,LOW,"5 日融資變化 7，5 日股價報酬 16.16%，5 日法人買賣超 -35,000；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；流動性偏低；缺少產業分類，使用全市場相對強弱,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；流動性偏低；缺少產業分類，使用全市場相對強弱；候選分級 B，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 19.44, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 2.43, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 5.76, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": 7.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1616499442586398, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 50.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""相對強勢；產業資料不足；融資連增但股價不漲；流動性偏低；缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,1530,亞崴,OK,rule_based,False,10,,全市場,candidate,PE=27.78，同業/市場中位數約 28.88，約為 0.96 倍；PB=0.93，殖利率=3.13%,LOW,"5 日融資變化 161，5 日股價報酬 17.03%，5 日法人買賣超 27,020；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：流動性偏低；滑價風險偏高；相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；流動性太低,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,主要風險標籤：流動性偏低；滑價風險偏高；相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；流動性太低；候選分級 D，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 27.78, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 0.93, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 3.13, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": 161.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1703296703296701, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 35.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""流動性偏低；滑價風險偏高；相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；流動性太低"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,00935,野村臺灣新科技50,PARTIAL,rule_based,False,7,估值資料不足,全市場,candidate,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 -1,228，5 日股價報酬 16.96%，5 日法人買賣超 -3,857,820；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；資料可信度偏低；資料不足；部分資料不足,候選分級 C，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,主要風險標籤：基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；資料可信度偏低；資料不足；部分資料不足；候選分級 C，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""C"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": -1228.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1695906432748539, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；資料可信度偏低；資料不足"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,1568,倉佑,OK,rule_based,False,10,,全市場,candidate,PE=26.19，同業/市場中位數約 28.88，約為 0.91 倍；PB=1.96，殖利率=2.85%,LOW,"5 日融資變化 431，5 日股價報酬 27.64%，5 日法人買賣超 125,918；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；流動性偏低；缺少產業分類，使用全市場相對強弱,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；流動性偏低；缺少產業分類，使用全市場相對強弱；候選分級 B，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 26.19, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 1.96, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 2.85, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": 431.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.2763636363636363, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 50.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""相對強勢；產業資料不足；融資連增但股價不漲；流動性偏低；缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,1563,巧新,OK,rule_based,False,10,,全市場,candidate,PE=115.00，同業/市場中位數約 28.88，約為 3.98 倍；PB=1.34，殖利率=3.95%,HIGH,"5 日融資變化 244，5 日股價報酬 11.70%，5 日法人買賣超 666,365；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高；估值風險 HIGH,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,確認估值是否合理,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高；估值風險 HIGH；候選分級 B，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 115.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 1.34, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 3.95, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": 244.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1169977924944813, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,2476,鉅祥,OK,rule_based,False,10,,全市場,candidate,PE=29.98，同業/市場中位數約 28.88，約為 1.04 倍；PB=3.08，殖利率=2.29%,LOW,"5 日融資變化 426，5 日股價報酬 13.91%，5 日法人買賣超 -915,202；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；候選分級 D，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 29.98, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 3.08, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 2.29, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": 426.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1391304347826087, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,2606,裕民,OK,rule_based,False,10,,全市場,candidate,PE=13.44，同業/市場中位數約 28.88，約為 0.47 倍；PB=1.46，殖利率=4.00%,LOW,"5 日融資變化 -279，5 日股價報酬 10.24%，5 日法人買賣超 2,844,453；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,主要風險標籤：相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；候選分級 D，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 13.44, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 1.46, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 4.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": -279.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1023622047244094, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,2353,宏碁,OK,rule_based,False,10,,全市場,candidate,PE=24.17，同業/市場中位數約 28.88，約為 0.84 倍；PB=1.32，殖利率=4.08%,LOW,"5 日融資變化 1,377，5 日股價報酬 14.95%，5 日法人買賣超 -13,856,034；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,主要風險標籤：相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；候選分級 D，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pe_ratio"", ""field_value"": 24.17, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""pb_ratio"", ""field_value"": 1.32, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""dividend_yield"", ""field_value"": 4.08, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": 1377.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1495495495495495, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-05-26,00930,永豐ESG低碳高息,PARTIAL,rule_based,False,7,估值資料不足,全市場,candidate,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 -45，5 日股價報酬 9.73%，5 日法人買賣超 3,911,174；未見明顯融資/價格背離",LOW,全市場；相對強弱分數 78.0；模式 market_relative_fallback,主要風險標籤：基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；部分資料不足,候選分級 D，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,主要風險標籤：基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；部分資料不足；候選分級 D，僅供排序與人工檢查。此為紙上交易輔助說明，需人工確認。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""margin_change_5d"", ""field_value"": -45.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""price_return_5d"", ""field_value"": 0.0972615675165249, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""liquidity_score"", ""field_value"": 75.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-05-26"", ""field_name"": ""risk_flags"", ""field_value"": ""基本面資料不足；估值資料不足；財報資料不足；相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
