decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,data_quality_note
2026-05-18,2026-05-18,4562,穎漢,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值,90.0,82.45,65.8,66.45,75.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值
2026-05-18,2026-05-18,7788,松川精密,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 偏高,90.0,82.45,67.05,65.3,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高
2026-05-18,2026-05-18,6719,力智,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,82.45,65.95,64.3,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-18,4571,鈞興-KY,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,82.45,66.41,67.3,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-18,3149,正達,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值；PB 偏高；EPS 為負；PB 過高,90.0,82.45,63.97,62.5,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；EPS 為負；PE 為空或負值；PB 偏高
2026-05-18,2026-05-18,3305,昇貿,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,82.45,69.65,67.3,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-18,3004,豐達科,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,82.14,68.32,66.2,75.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-18,2478,大毅,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,82.01,67.34,67.55,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-18,2359,所羅門,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高,90.0,81.99,66.04,64.93,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高
2026-05-18,2026-05-18,1727,中華化,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,90.0,81.91,66.09,64.06,92.0,86.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高；PB 偏高
