stock_id,market_intel_status,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,data_freshness_level,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,final_market_score,confidence_score,market_risk_score,risk_flags,final_comment,data_source_warning,system_comment
1342,WARNING,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,112.0,,,17.48,3.88,5.77,44.520029296026415,,無重大事件資料 原始技術總分 85.0；月營收年增率大於 20%；累計營收 YoY 大於 10%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；個股強但產業偏弱，降低信心；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,67.0,100.0,50.0,40.0,50.0,75.0,78.0,68.15,90.0,31.85,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2597,WARNING,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,184.5,,,16.24,6.16,5.24,16.52544344944166,,無重大事件資料 原始技術總分 83.74；月營收 YoY 正成長；累計營收 YoY 大於 10%；PB 過高扣分；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；個股強但產業偏弱，降低信心；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,55.0,94.97,50.0,50.0,50.0,92.0,78.0,66.79,90.0,33.21,PB 偏高；PB 過高,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
3311,WARNING,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,40.5,,,25.65,1.07,1.51,4.943558624758353,,無重大事件資料 原始技術總分 83.25；月營收 YoY 正成長；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,56.0,97.19,50.0,40.0,50.0,75.0,78.0,66.49,90.0,33.51,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
6585,WARNING,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,123.0,,,22.86,2.18,4.02,27.45845690345055,,無重大事件資料 原始技術總分 83.2；月營收年增率大於 20%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；個股強但產業偏弱，降低信心；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,55.0,100.0,50.0,50.0,50.0,75.0,78.0,66.95,90.0,33.05,,資料中性，仍以原本技術面與風控結果為準,,資料中性，仍以原本技術面與風控結果為準；非交易日，使用最近交易日資料。
2025,WARNING,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,14.7,,,83.75,1.4,,112.02365239427697,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PE 過高扣分；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,36.0,100.0,50.0,50.0,50.0,50.0,78.0,63.8,90.0,36.2,流動性偏低；PE 偏高；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2483,OK,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,,33.45,,,33.1,1.27,0.99,13.223431013061004,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；累計營收 YoY 大於 10%；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,56.0,100.0,50.0,40.0,35.0,75.0,78.0,65.42,100.0,39.58,融資連增但股價不漲；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
6890,OK,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,,249.5,,,23.99,2.45,3.71,-9.227871290255203,,無重大事件資料 原始技術總分 82.45；基本面資料中性；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；所屬產業排名前 20%；nan；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,38.0,55.0,100.0,50.0,40.0,35.0,92.0,86.0,62.98,100.0,42.02,融資連增但股價不漲；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
7788,OK,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,,246.0,,,59.26,2.99,0.89,16.377908952210905,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；累計營收 YoY 大於 10%；PE 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,30.0,100.0,50.0,40.0,35.0,92.0,78.0,63.67,100.0,41.33,融資連增但股價不漲；PE 偏高；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
9103,WARNING,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,基本面資料不足，採中性分數；估值資料不足，採中性分數,6.06,,,,,,,,無重大事件資料 原始技術總分 82.15；基本面資料不足，採中性分數；估值資料不足，採中性分數；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；基本面資料不足；估值資料不足；財報資料不足；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,50.0,50.0,100.0,50.0,50.0,35.0,50.0,78.0,59.77,60.0,45.23,流動性偏低；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2883,WARNING,2026-06-08,2026-06-08,2026-06-08,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,26.75,,,15.51,1.38,3.62,144.30631310157813,,無重大事件資料 原始技術總分 82.09；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan；財報資料不足 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,73.0,99.75,50.0,50.0,50.0,92.0,78.0,69.55,90.0,30.45,未通過既有風控,資料不足，需人工補查後再判斷,,資料不足，需人工補查後再判斷；非交易日，使用最近交易日資料。
