decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,positive_signals,warning_signals,blocking_risks,momentum_signal,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,review_level,review_reason,data_quality_flags,investment_risk_flags,data_quality_note
2026-06-18,2026-06-09,1342,八貫,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,85.0,70.51,68.15,75.0,78.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,市場事件資料不足，採中性處理
2026-06-18,2026-06-09,3022,威強電,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,融資連增但股價不漲,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,融資連增但股價不漲,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,84.05,67.06,64.04,92.0,78.0,NONE,0.1,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-18,2026-06-09,2414,精技,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,融資連增但股價不漲,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向,融資連增但股價不漲,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,83.45,67.43,66.16,60.0,78.0,NONE,0.1,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-18,2026-06-09,2597,潤弘,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,PB 偏高,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,PB 偏高,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,83.15,68.22,66.32,92.0,78.0,NONE,0.1,False,True,RISK_REVIEW,投資風險：PB 偏高,,PB 偏高,市場事件資料不足，採中性處理；PB 偏高
2026-06-18,2026-06-09,0055,元大MSCI金融,candidate,CANDIDATE,WATCH_ONLY,CAUTION,observe_only,C,觀察名單，資料或風險條件需人工確認；資料可信度偏低；部分資料不足,融資連增但股價不漲,相對強勢；短線相對強勢；產業 / 相對強弱偏強,融資連增但股價不漲,,20 日相對強勢；5 日相對強勢；動能分數偏強,50.0,82.74,63.63,60.09,60.0,78.0,NONE,0.1,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足；資料可信度偏低；資料不足,ETF_METADATA_MISSING；ETF metadata 資料不足,融資連增但股價不漲,ETF_METADATA_MISSING；ETF metadata 資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-06-18,2026-06-09,3550,聯穎,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 為空或負值；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 為空或負值,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,68.94,67.05,75.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 為空或負值；未通過既有風控,,融資連增但股價不漲；PE 為空或負值,市場事件資料不足，採中性處理；PE 為空或負值
2026-06-18,2026-06-09,6585,鼎基,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.45,66.9,65.32,75.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,資料品質已檢查；仍需人工確認
2026-06-18,2026-06-09,4739,康普,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,69.05,67.3,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-18,2026-06-09,2484,希華,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 偏高,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.45,64.41,63.67,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 偏高；未通過既有風控,,融資連增但股價不漲；PE 偏高,PE 偏高
2026-06-18,2026-06-09,2478,大毅,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；融資暴增但法人賣超；PE 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；融資暴增但法人賣超；PE 偏高,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,64.17,65.7,92.0,86.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；融資暴增但法人賣超；PE 偏高；未通過既有風控,,融資連增但股價不漲；融資暴增但法人賣超；PE 偏高,市場事件資料不足，採中性處理；PE 偏高
2026-06-18,2026-06-09,2059,川湖,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,PE 偏高；PB 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；法人籌碼正向；流動性佳,PE 偏高；PB 偏高,注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.45,67.45,63.67,92.0,78.0,MEDIUM,0.1,False,True,RISK_REVIEW,投資風險：PE 偏高；PB 偏高；未通過既有風控,,PE 偏高；PB 偏高,PE 偏高；PB 偏高
2026-06-18,2026-06-09,2457,飛宏,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 為空或負值；EPS 為負；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,融資連增但股價不漲；PE 為空或負值；EPS 為負,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.19,63.86,64.6,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 為空或負值；EPS 為負；未通過既有風控,,融資連增但股價不漲；PE 為空或負值；EPS 為負,EPS 為負；PE 為空或負值
