decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,data_quality_note
2026-05-18,2026-05-15,5538,東明-KY,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,融資連增但股價不漲,90.0,83.77,65.6,66.07,50.0,50.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-15,1776,展宇,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,融資連增但股價不漲,90.0,83.45,66.13,64.12,50.0,50.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-15,8926,台汽電,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,融資連增但股價不漲,90.0,83.2,69.84,65.5,50.0,50.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-15,6579,研揚,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,,90.0,83.19,68.12,62.96,50.0,50.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-15,3059,華晶科,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,,90.0,82.61,68.97,62.49,50.0,50.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-15,8163,達方,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,PE 偏高,90.0,82.54,65.54,62.11,50.0,50.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高
2026-05-18,2026-05-15,8374,羅昇,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 為空或負值；PB 偏高；PB 過高,90.0,82.45,68.05,62.6,50.0,50.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值；PB 偏高
2026-05-18,2026-05-15,3504,揚明光,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 為空或負值,90.0,82.45,66.41,63.8,50.0,50.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值
2026-05-18,2026-05-15,3048,益登,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,,90.0,82.45,69.65,63.8,50.0,50.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-18,2026-05-15,6449,鈺邦,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲,90.0,82.45,69.05,63.8,50.0,50.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
