stock_id,market_intel_status,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,data_freshness_level,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,final_market_score,confidence_score,market_risk_score,risk_flags,final_comment,data_source_warning,system_comment
1342,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,111.5,,,18.82,4.18,5.36,44.520029296026415,,無重大事件資料 原始技術總分 85.0；月營收年增率大於 20%；累計營收 YoY 大於 10%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,67.0,100.0,50.0,50.0,50.0,75.0,78.0,68.15,90.0,31.85,,多因子條件偏強，可列入優先觀察,,多因子條件偏強，可列入優先觀察；非交易日，使用最近交易日資料。
3022,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,86.9,,,22.38,1.21,4.43,-3.718874180681052,,無重大事件資料 原始技術總分 84.05；基本面資料中性；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,61.0,96.21,50.0,40.0,50.0,92.0,78.0,64.04,90.0,35.96,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2414,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,56.9,,,14.67,2.45,5.79,18.82300266159605,,無重大事件資料 原始技術總分 83.45；月營收 YoY 正成長；累計營收 YoY 大於 10%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,67.0,93.81,50.0,40.0,50.0,60.0,78.0,66.16,90.0,33.84,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2597,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,191.0,,,16.24,6.16,5.24,16.52544344944166,,無重大事件資料 原始技術總分 83.15；月營收 YoY 正成長；累計營收 YoY 大於 10%；PB 過高扣分；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,55.0,92.61,50.0,50.0,50.0,92.0,78.0,66.32,90.0,33.68,PB 偏高；PB 過高,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
0055,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數,40.3,,,,,,,,無重大事件資料 原始技術總分 82.74；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,90.97,50.0,40.0,50.0,60.0,78.0,60.09,50.0,39.91,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
3550,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,25.9,,,,1.52,,25.214869290176924,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,56.0,100.0,50.0,40.0,50.0,75.0,78.0,67.05,90.0,32.95,融資連增但股價不漲；PE 為空或負值；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
6585,OK,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,,127.0,,,25.1,2.39,3.66,27.45845690345055,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,55.0,100.0,50.0,40.0,35.0,75.0,78.0,65.32,100.0,39.68,融資連增但股價不漲；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
4739,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,130.0,,,36.92,2.38,0.84,96.2350108447434,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,100.0,50.0,40.0,50.0,92.0,78.0,67.3,90.0,32.7,融資連增但股價不漲；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2484,OK,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,,60.8,,,74.73,2.15,1.27,0.0325297904396658,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；PE 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,30.0,100.0,50.0,40.0,35.0,92.0,78.0,63.67,100.0,41.33,融資連增但股價不漲；PE 偏高；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2478,WARNING,2026-06-09,2026-06-09,2026-06-09,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,167.0,,,40.97,2.99,1.32,11.583756972029557,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；PE 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；融資暴增但法人賣超；個股 20 日強於大盤；短線相對強勢；所屬產業排名前 20%；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,30.0,100.0,50.0,22.0,50.0,92.0,86.0,65.7,90.0,34.3,融資連增但股價不漲；融資暴增但法人賣超；PE 偏高；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
