stock_id,market_intel_status,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,data_freshness_level,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,final_market_score,confidence_score,market_risk_score,risk_flags,final_comment,data_source_warning,system_comment
00918,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數,30.46,,,,,,,,無重大事件資料 原始技術總分 83.34；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；融資暴增但法人賣超；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,93.34,50.0,22.0,50.0,92.0,78.0,62.17,50.0,37.83,融資連增但股價不漲；融資暴增但法人賣超,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
00962,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數,15.77,,,,,,,,無重大事件資料 原始技術總分 83.2；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,92.78,50.0,40.0,50.0,60.0,78.0,60.46,50.0,39.54,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
00913,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數,52.1,,,,,,,,無重大事件資料 原始技術總分 83.08；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,92.33,50.0,50.0,50.0,75.0,68.0,60.62,50.0,39.38,,資料不足，需人工補查後再判斷,,資料不足，需人工補查後再判斷；非交易日，使用最近交易日資料。
3652,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,36.4,,,25.07,1.4,3.42,34.55675703912657,,無重大事件資料 原始技術總分 82.92；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,61.0,96.5,50.0,40.0,50.0,50.0,78.0,65.6,90.0,34.4,融資連增但股價不漲；流動性偏低,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
00735,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數,116.35,,,,,,,,無重大事件資料 原始技術總分 82.53；ETF 不適用一般 EPS / ROE 公司財報檢查；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱；ETF_METADATA_MISSING 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,50.0,50.0,90.1,50.0,40.0,50.0,92.0,78.0,61.52,50.0,38.48,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
8104,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,41.5,,,,1.52,0.49,-24.452517778512256,,無重大事件資料 原始技術總分 82.45；月營收年增率低於 -20%；PB 相對合理；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,56.0,100.0,50.0,40.0,50.0,75.0,78.0,63.45,90.0,36.55,融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
1563,OK,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,,69.9,,,151.59,1.76,3.0,5.74221060278026,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；PE 過高扣分；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,41.0,100.0,50.0,40.0,35.0,92.0,78.0,64.78,100.0,40.22,融資連增但股價不漲；PE 偏高；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
8454,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,241.5,,,22.04,5.91,4.33,1.3234449482091937,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；PB 過高扣分；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,43.0,100.0,50.0,50.0,50.0,92.0,78.0,66.6,90.0,33.4,PB 偏高；PB 過高,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
7765,WARNING,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,市場事件資料不足，採中性處理,271.0,,,22.32,4.58,3.91,75.03168748308813,,無重大事件資料 原始技術總分 82.28；月營收年增率大於 20%；累計營收 YoY 大於 10%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；短線相對強勢；產業強但個股較弱，列入觀察；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,55.0,89.11,50.0,40.0,50.0,60.0,50.0,62.62,90.0,37.38,融資連增但股價不漲；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
8473,OK,2026-06-01,2026-06-01,2026-06-01,no trading data,0,False,CURRENT,mixed,,55.4,,,17.68,1.29,3.73,19.775858043427505,,無重大事件資料 原始技術總分 82.15；月營收 YoY 正成長；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；注意股 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,注意股,-25.0,62.0,73.0,100.0,50.0,40.0,35.0,75.0,78.0,67.12,100.0,37.88,融資連增但股價不漲；未通過既有風控；注意股,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
