stock_id,market_intel_status,requested_date,actual_data_date,fallback_date,fallback_reason,cache_age_days,is_stale_data,data_freshness_level,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,final_market_score,confidence_score,market_risk_score,risk_flags,final_comment,data_source_warning,system_comment
6585,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,112.0,,,22.86,2.18,4.02,27.45845690345055,,無重大事件資料 原始技術總分 85.0；月營收年增率大於 20%；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,55.0,99.99,50.0,40.0,50.0,60.0,78.0,66.2,90.0,33.8,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
9934,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,11.05,,,,0.72,0.9,3.1740690745069635,,無重大事件資料 原始技術總分 84.64；月營收 YoY 正成長；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；個股強但產業偏弱，降低信心；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,56.0,98.56,50.0,50.0,50.0,50.0,78.0,65.51,90.0,34.49,流動性偏低；PE 為空或負值,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2108,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,32.15,,,36.95,1.11,3.11,47.29654814126791,,無重大事件資料 原始技術總分 84.51；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,61.0,98.05,50.0,40.0,50.0,75.0,78.0,67.16,90.0,32.84,融資連增但股價不漲,多因子條件偏強，可列入優先觀察,,多因子條件偏強，可列入優先觀察；非交易日，使用最近交易日資料。
2597,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,184.5,,,16.24,6.16,5.24,16.52544344944166,,無重大事件資料 原始技術總分 83.84；月營收 YoY 正成長；累計營收 YoY 大於 10%；PB 過高扣分；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,55.0,95.37,50.0,50.0,50.0,92.0,78.0,66.87,90.0,33.13,PB 偏高；PB 過高,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
1904,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,21.9,,,17.95,0.82,2.05,16.521300460968924,,無重大事件資料 原始技術總分 83.2；月營收 YoY 正成長；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,68.0,100.0,50.0,50.0,50.0,92.0,78.0,69.1,90.0,30.9,未通過既有風控,資料中性，仍以原本技術面與風控結果為準,,資料中性，仍以原本技術面與風控結果為準；非交易日，使用最近交易日資料。
1810,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,22.6,,,5.98,0.85,0.88,-6.2165555437429445,,無重大事件資料 原始技術總分 83.2；基本面資料中性；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,68.0,100.0,50.0,40.0,50.0,75.0,68.0,64.15,90.0,35.85,融資連增但股價不漲；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
3015,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,68.9,,,33.94,1.09,3.19,-12.74109372375226,,無重大事件資料 原始技術總分 83.2；基本面資料中性；PB 相對合理；殖利率穩定；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,61.0,100.0,50.0,40.0,50.0,92.0,78.0,64.8,90.0,35.2,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2883,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,27.6,,,15.51,1.38,3.62,144.30631310157813,,無重大事件資料 原始技術總分 83.2；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；財報資料不足 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,73.0,100.0,50.0,40.0,50.0,92.0,78.0,69.6,90.0,30.4,融資連增但股價不漲,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
2882,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,100.0,,,15.17,2.0,3.5,153.9148431130897,,無重大事件資料 原始技術總分 83.08；月營收年增率大於 20%；累計營收 YoY 大於 10%；PB 相對合理；殖利率穩定；財報資料不足，採中性分數；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；nan；財報資料不足 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,73.0,92.3,50.0,40.0,50.0,92.0,78.0,68.06,90.0,31.94,融資連增但股價不漲；未通過既有風控,有投資風險標籤，需降低優先度,,有投資風險標籤，需降低優先度；非交易日，使用最近交易日資料。
3311,WARNING,2026-06-07,2026-06-05,2026-06-05,no trading data,2,False,CURRENT,mixed,市場事件資料不足，採中性處理,39.75,,,25.65,1.07,1.51,4.943558624758353,,無重大事件資料 原始技術總分 82.76；月營收 YoY 正成長；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；nan 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,56.0,95.24,50.0,50.0,50.0,75.0,78.0,66.1,90.0,33.9,未通過既有風控,資料中性，仍以原本技術面與風控結果為準,,資料中性，仍以原本技術面與風控結果為準；非交易日，使用最近交易日資料。
