decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,data_quality_note
2026-05-19,2026-05-19,6834,天二科技,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高,90.0,82.45,67.65,65.3,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高
2026-05-19,2026-05-19,2478,大毅,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；融資暴增但法人賣超；缺少產業分類，使用全市場相對強弱,90.0,82.45,65.83,67.9,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,6902,GOGOLOOK,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,90.0,82.15,66.53,63.25,75.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 偏高；PB 偏高
2026-05-19,2026-05-19,4571,鈞興-KY,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,82.15,66.9,67.3,92.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,5258,虹堡,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；EPS 為負,90.0,81.78,65.33,67.72,75.0,78.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；EPS 為負
2026-05-19,2026-05-19,3055,蔚華科,candidate,CANDIDATE,BUY_CANDIDATE,WATCH,review_before_entry,B,買進候選，需人工確認；不會自動下單；技術條件偏強，仍需人工確認市場與流動性,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值；PB 偏高；EPS 為負；PB 過高,90.0,81.77,66.11,65.95,92.0,86.0,NONE,0.1,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；EPS 為負；PE 為空或負值；PB 偏高
2026-05-19,2026-05-19,2355,敬鵬,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,90.0,81.62,66.24,63.64,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,4562,穎漢,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 為空或負值,90.0,81.59,66.68,66.85,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值
2026-05-19,2026-05-19,8454,富邦媒,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,90.0,81.38,66.5,66.11,92.0,78.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數
2026-05-19,2026-05-19,2464,盟立,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值；PB 偏高；PB 過高,90.0,80.48,67.54,64.92,92.0,86.0,NONE,0.0,False,True,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；PE 為空或負值；PB 偏高
