decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,positive_signals,warning_signals,blocking_risks,momentum_signal,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,review_level,review_reason,data_quality_flags,investment_risk_flags,data_quality_note
2026-06-08,2026-06-08,1342,八貫,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,融資連增但股價不漲,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,85.0,69.91,68.15,75.0,78.0,NONE,0.1,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-08,2026-06-08,2597,潤弘,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,PB 偏高,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,PB 偏高,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,83.74,68.44,66.79,92.0,78.0,NONE,0.1,False,True,RISK_REVIEW,投資風險：PB 偏高,,PB 偏高,市場事件資料不足，採中性處理；PB 偏高
2026-06-08,2026-06-08,3311,閎暉,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,融資連增但股價不漲,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,83.25,66.6,66.49,75.0,78.0,NONE,0.1,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-08,2026-06-08,6585,鼎基,candidate,CANDIDATE,WATCH_ONLY,WATCH,observe_only,B,B 級改列觀察名單，降低過度進場；需人工確認；技術條件偏強，仍需人工確認市場與流動性,,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,,,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,83.2,68.39,66.95,75.0,78.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,市場事件資料不足，採中性處理
2026-06-08,2026-06-08,2025,千興,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,流動性偏低；PE 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向,流動性偏低；PE 偏高,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,67.09,63.8,50.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：流動性偏低；PE 偏高；未通過既有風控,,流動性偏低；PE 偏高,市場事件資料不足，採中性處理；PE 偏高
2026-06-08,2026-06-08,2483,百容,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.45,67.14,65.42,75.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,資料品質已檢查；仍需人工確認
2026-06-08,2026-06-08,6890,來億-KY,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,融資連增但股價不漲,注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.45,65.59,62.98,92.0,86.0,MEDIUM,0.1,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,資料品質已檢查；仍需人工確認
2026-06-08,2026-06-08,7788,松川精密,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 偏高,注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,82.45,65.85,63.67,92.0,78.0,MEDIUM,0.1,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 偏高；未通過既有風控,,融資連增但股價不漲；PE 偏高,PE 偏高
2026-06-08,2026-06-08,9103,美德醫療-DR,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,流動性偏低；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強,流動性偏低,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,60.0,82.15,62.96,59.77,50.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：流動性偏低；未通過既有風控；資料不足：基本面資料不足；估值資料不足；財報資料不足；產業分類資料不足；缺少產業分類，使用全市場相對強弱,基本面資料不足；估值資料不足；財報資料不足；產業分類資料不足；缺少產業分類，使用全市場相對強弱,流動性偏低,基本面資料不足；估值資料不足；財報資料不足；產業分類資料不足；缺少產業分類，使用全市場相對強弱；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-06-08,2026-06-08,2883,凱基金,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.09,69.79,69.55,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：未通過既有風控；資料不足：財報資料不足,財報資料不足,,財報資料不足；市場事件資料不足，採中性處理
2026-06-08,2026-06-08,3022,威強電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,81.73,65.45,61.33,75.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,市場事件資料不足，採中性處理
2026-06-08,2026-06-08,2241,艾姆勒,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；PE 為空或負值；EPS 為負；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 為空或負值；EPS 為負,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,81.63,66.82,66.64,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 為空或負值；EPS 為負；未通過既有風控,,融資連增但股價不漲；PE 為空或負值；EPS 為負,市場事件資料不足，採中性處理；EPS 為負；PE 為空或負值
2026-06-08,2026-06-08,0055,元大MSCI金融,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,50.0,81.59,63.18,59.17,60.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控；資料不足：ETF_METADATA_MISSING；ETF metadata 資料不足,ETF_METADATA_MISSING；ETF metadata 資料不足,融資連增但股價不漲,ETF_METADATA_MISSING；ETF metadata 資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-06-08,2026-06-08,1714,和桐,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,81.43,68.08,66.06,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,資料品質已檢查；仍需人工確認
2026-06-08,2026-06-08,9136,巨騰-DR,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,50.0,81.37,63.35,61.44,60.0,86.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控；資料不足：基本面資料不足；估值資料不足；財報資料不足；產業分類資料不足；缺少產業分類，使用全市場相對強弱,基本面資料不足；估值資料不足；財報資料不足；產業分類資料不足；缺少產業分類，使用全市場相對強弱,融資連增但股價不漲,基本面資料不足；估值資料不足；財報資料不足；產業分類資料不足；缺少產業分類，使用全市場相對強弱；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數
2026-06-08,2026-06-08,2468,華經,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,融資連增但股價不漲,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,80.95,63.67,61.23,75.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,資料品質已檢查；仍需人工確認
2026-06-08,2026-06-08,3376,新日興,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,PE 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；法人籌碼正向；流動性佳,PE 偏高,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,80.95,64.36,61.2,92.0,68.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：PE 偏高；未通過既有風控,,PE 偏高,市場事件資料不足，採中性處理；PE 偏高
2026-06-08,2026-06-08,6957,裕慶-KY,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向,,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,80.88,68.34,65.06,60.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：未通過既有風控,,,市場事件資料不足，採中性處理
2026-06-08,2026-06-08,1810,和成,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；流動性佳,,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,80.87,65.95,64.23,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：未通過既有風控,,,市場事件資料不足，採中性處理
2026-06-08,2026-06-08,1718,中纖,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控；處置股；高風險事件,融資連增但股價不漲；PE 偏高；未通過既有風控；處置股；高風險事件,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；PE 偏高,未通過既有風控；注意股；處置股；重大事件；未通過事件風控,20 日相對強勢；5 日相對強勢；動能分數偏強,100.0,80.81,63.21,61.24,92.0,86.0,HIGH,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；PE 偏高；未通過既有風控；處置股；高風險事件；資料不足：財報資料不足,財報資料不足,融資連增但股價不漲；PE 偏高,財報資料不足；PE 偏高
2026-06-08,2026-06-08,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-08,2026-06-08,8926,台汽電,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-06-08,2026-06-08,2030,彰源,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
