stock_id,market_intel_status,market_intel_source,market_intel_warning,market_close,market_volume,volume_change_ratio,market_pe_ratio,market_pb_ratio,market_dividend_yield,market_revenue_growth_yoy,market_eps_growth_yoy,latest_news_titles,matched_news_keywords,news_sentiment_score,market_fundamental_score,market_valuation_score,market_momentum_score,market_chip_score,credit_score,event_risk_score,liquidity_score,sector_strength_score,final_market_score,confidence_score,market_risk_score,risk_flags,final_comment,data_source_warning,system_comment
4562,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,42.95,,,,3.72,,10.025883199917722,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,100.0,50.0,40.0,50.0,75.0,78.0,66.45,90.0,33.55,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 為空或負值,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
7788,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,216.5,,,54.5,2.75,0.97,16.377908952210905,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；累計營收 YoY 大於 10%；PE 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,30.0,100.0,50.0,40.0,50.0,92.0,78.0,65.3,90.0,34.7,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
6719,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,220.0,,,27.86,1.47,2.3,-12.135337690431896,,無重大事件資料 原始技術總分 82.45；基本面資料中性；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,56.0,100.0,50.0,40.0,50.0,92.0,78.0,64.3,90.0,35.7,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
4571,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,232.0,,,23.42,3.25,2.51,10.390858257050589,,無重大事件資料 原始技術總分 82.45；月營收 YoY 正成長；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,100.0,50.0,40.0,50.0,92.0,78.0,67.3,90.0,32.7,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
3149,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,59.0,,,,5.24,,-19.158780830768062,,無重大事件資料 原始技術總分 82.45；累計營收 YoY 大於 10%；PB 過高扣分；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,38.0,38.0,100.0,50.0,50.0,50.0,92.0,78.0,62.5,90.0,37.5,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱；PE 為空或負值；PB 偏高；EPS 為負；PB 過高,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
3305,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,137.0,,,39.01,3.21,1.66,60.16717903418358,,無重大事件資料 原始技術總分 82.45；月營收年增率大於 20%；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,100.0,50.0,40.0,50.0,92.0,78.0,67.3,90.0,32.7,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
3004,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,133.0,,,22.66,2.14,2.11,20.678681080894435,,無重大事件資料 原始技術總分 82.14；月營收年增率大於 20%；累計營收 YoY 大於 10%；估值資料中性；EPS 為正；無重大事件資料；三大法人籌碼中性；信用交易結構中性；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,50.0,98.74,50.0,50.0,50.0,75.0,78.0,66.2,90.0,33.8,相對強勢；產業資料不足；缺少產業分類，使用全市場相對強弱,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
2478,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,91.8,,,22.51,1.64,2.18,11.583756972029557,,無重大事件資料 原始技術總分 82.01；月營收 YoY 正成長；PB 相對合理；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,56.0,98.23,50.0,40.0,50.0,92.0,78.0,67.55,90.0,32.45,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
2359,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,139.0,,,69.59,4.03,0.74,20.738950392968817,,無重大事件資料 原始技術總分 81.99；月營收年增率大於 20%；PE 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；個股 20 日強於大盤；短線相對強勢；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,30.0,98.16,50.0,40.0,50.0,92.0,78.0,64.93,90.0,35.07,相對強勢；產業資料不足；融資連增但股價不漲；缺少產業分類，使用全市場相對強弱；PE 偏高,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
1727,WARNING,mixed,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數,87.7,,,236.22,5.3,0.17,12.072238777275786,,無重大事件資料 原始技術總分 81.91；月營收 YoY 正成長；累計營收 YoY 大於 10%；PE 過高扣分；PB 過高扣分；EPS 為正；無重大事件資料；三大法人籌碼中性；融資連增但股價不漲；融資暴增但法人賣超；個股 20 日強於大盤；短線相對強勢；所屬產業排名前 20%；缺少產業分類，使用全市場相對強弱 收盤價高於 20 日均線；收盤價高於 60 日均線；20 日均線高於 60 日均線；20 日均線斜率為正；收盤價接近 20 日高點；20 日報酬為正且具動能；5 日短線動能為正；成交量高於 20 日均量；基本面資料不足，採中性分數；籌碼資料不足，採中性分數,,0.0,62.0,18.0,97.82,50.0,22.0,50.0,92.0,86.0,64.06,90.0,35.94,相對強勢；產業資料不足；融資連增但股價不漲；融資暴增但法人賣超；缺少產業分類，使用全市場相對強弱；PE 偏高；PB 偏高；PB 過高,有風險標籤，需降低優先度,,有風險標籤，需降低優先度
