trade_date,stock_id,stock_name,enrichment_status,enrichment_provider,ai_used,source_evidence_count,missing_data_flags,enriched_industry,enriched_industry_source,industry_main,industry_sub,sector_strength_mode,relative_strength_5d,relative_strength_20d,valuation_context,valuation_risk_level,margin_credit_context,margin_risk_level,margin_price_divergence,sector_context,risk_explanation,opportunity_explanation,data_quality_explanation,manual_review_focus,ai_summary,ai_warning,source_evidence_json
2026-06-02,00961,FT臺灣永續高息,PARTIAL,rule_based,False,8,估值資料不足,全市場,candidate,全市場,,market_relative_fallback,0.0943108195526475,0.1375656938975604,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 542，5 日股價報酬 12.92%，5 日法人買賣超 -8,282,102；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,全市場；相對 全市場平均 強弱分數 78.0，5 日相對強弱 9.43%，20 日相對強弱 13.76%；目前缺少正式產業分類，因此只能視為全市場相對強弱，不能直接推論為同產業強勢,投資風險標籤：融資連增但股價不漲；資料不足另列檢查，不視為投資風險,候選分級 C，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,投資風險標籤：融資連增但股價不漲；資料不足另列檢查，不視為投資風險；候選分級 C，僅供排序與人工檢查。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""C"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 542.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.129222972972973, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 75.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_warning"", ""field_value"": ""缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,00918,大華優利高填息30,PARTIAL,rule_based,False,7,估值資料不足,ETF,manual_verified,ETF,高股息 ETF,industry_relative,0.0750570309288936,0.1045304571411114,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 2,004，5 日股價報酬 12.78%，5 日法人買賣超 -55,282,545；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,ETF；相對 同產業 強弱分數 78.0，5 日相對強弱 7.51%，20 日相對強弱 10.45%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲；融資暴增但法人賣超；資料不足另列檢查，不視為投資風險,候選分級 C，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,投資風險標籤：融資連增但股價不漲；融資暴增但法人賣超；資料不足另列檢查，不視為投資風險；候選分級 C，僅供排序與人工檢查。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""C"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 2004.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1278276481149012, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；融資暴增但法人賣超"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,00962,台新AI優息動能,PARTIAL,rule_based,False,6,估值資料不足,ETF,manual_verified,ETF,AI 優息動能 ETF,industry_relative,0.0623472746309133,0.0240620685310066,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 -87，5 日股價報酬 11.51%，5 日法人買賣超 -273,079；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,ETF；相對 同產業 強弱分數 68.0，5 日相對強弱 6.23%，20 日相對強弱 2.41%；使用產業分類進行同產業相對比較,資料不足另列檢查，不視為投資風險,候選分級 C，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,資料不足另列檢查，不視為投資風險；候選分級 C，僅供排序與人工檢查。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""C"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": -87.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1151178918169208, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 68.0, ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,4935,茂林-KY,OK,rule_based,False,10,,光電業,twse,光電業,光電業,industry_relative,0.1222093322085925,-0.0096883002404971,PE=30.40，光電業比較基準中位數約 336.87，約為 0.09 倍；PB=0.66，殖利率=2.40%,LOW,"5 日融資變化 35，5 日股價報酬 15.87%，5 日法人買賣超 27,939；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,光電業；相對 同產業 強弱分數 50.0，5 日相對強弱 12.22%，20 日相對強弱 -0.97%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲；流動性偏低；月營收 YoY 明顯衰退,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；流動性偏低；月營收 YoY 明顯衰退；候選分級 B，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pe_ratio"", ""field_value"": 30.4, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pb_ratio"", ""field_value"": 0.66, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""dividend_yield"", ""field_value"": 2.4, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 35.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1586867305061561, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 50.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 50.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；流動性偏低；月營收 YoY 明顯衰退"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,6957,裕慶-KY,OK,rule_based,False,10,,其他,twse,其他,其他,industry_relative,0.1277023036448935,0.1385319329146711,PE=16.24，其他比較基準中位數約 18.12，約為 0.90 倍；PB=4.13，殖利率=5.25%,LOW,"5 日融資變化 5，5 日股價報酬 13.48%，5 日法人買賣超 -67,438；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,其他；相對 同產業 強弱分數 78.0，5 日相對強弱 12.77%，20 日相對強弱 13.85%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；候選分級 B，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pe_ratio"", ""field_value"": 16.24, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pb_ratio"", ""field_value"": 4.13, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""dividend_yield"", ""field_value"": 5.25, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 5.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.134796238244514, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,00916,國泰全球品牌50,PARTIAL,rule_based,False,8,估值資料不足,全市場,candidate,全市場,,market_relative_fallback,0.067179303509841,0.052964244622198,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 181，5 日股價報酬 10.21%，5 日法人買賣超 -7,843,295；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,全市場；相對 全市場平均 強弱分數 78.0，5 日相對強弱 6.72%，20 日相對強弱 5.30%；目前缺少正式產業分類，因此只能視為全市場相對強弱，不能直接推論為同產業強勢,投資風險標籤：融資連增但股價不漲；資料不足另列檢查，不視為投資風險,候選分級 C，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,投資風險標籤：融資連增但股價不漲；資料不足另列檢查，不視為投資風險；候選分級 C，僅供排序與人工檢查。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""C"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 181.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1020914569301665, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_warning"", ""field_value"": ""缺少產業分類，使用全市場相對強弱"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,6890,來億-KY,OK,rule_based,False,10,,運動休閒,twse,運動休閒,運動休閒,industry_relative,0.0750584643450605,0.1983435502119124,PE=17.26，運動休閒比較基準中位數約 17.26，約為 1.00 倍；PB=1.76，殖利率=5.16%,LOW,"5 日融資變化 93，5 日股價報酬 13.31%，5 日法人買賣超 558,359；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,運動休閒；相對 同產業 強弱分數 78.0，5 日相對強弱 7.51%，20 日相對強弱 19.83%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；候選分級 D，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pe_ratio"", ""field_value"": 17.26, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pb_ratio"", ""field_value"": 1.76, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""dividend_yield"", ""field_value"": 5.16, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 93.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1331360946745561, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,6585,鼎基,OK,rule_based,False,10,,其他,twse,其他,其他,industry_relative,0.0587367864035142,0.1764008701796068,PE=20.00，其他比較基準中位數約 18.12，約為 1.10 倍；PB=1.91，殖利率=4.59%,LOW,"5 日融資變化 32，5 日股價報酬 6.58%，5 日法人買賣超 52,845；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,其他；相對 同產業 強弱分數 78.0，5 日相對強弱 5.87%，20 日相對強弱 17.64%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；候選分級 D，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pe_ratio"", ""field_value"": 20.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pb_ratio"", ""field_value"": 1.91, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""dividend_yield"", ""field_value"": 4.59, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 32.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.0658307210031348, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,6698,旭暉應材,PARTIAL,rule_based,False,9,估值資料不足,其他電子業,twse,其他電子業,其他電子業,industry_relative,0.2436654937591578,0.3215765101431331,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 92，5 日股價報酬 26.12%，5 日法人買賣超 -128,975；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,其他電子業；相對 同產業 強弱分數 78.0，5 日相對強弱 24.37%，20 日相對強弱 32.16%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；資料不足另列檢查，不視為投資風險,候選分級 D，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,投資風險標籤：融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；資料不足另列檢查，不視為投資風險；候選分級 D，僅供排序與人工檢查。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pb_ratio"", ""field_value"": 2.42, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""dividend_yield"", ""field_value"": 1.27, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.2612481857764877, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 75.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；PE 為空或負值；EPS 為負；月營收 YoY 明顯衰退；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-02,8105,凌巨,OK,rule_based,False,9,,光電業,twse,光電業,光電業,industry_relative,0.2254273636071983,0.417974593838108,PE=643.33，光電業比較基準中位數約 336.87，約為 1.91 倍；PB=1.06；估值明顯高於比較基準，若成長未持續，評價可能受壓縮,HIGH,"5 日融資變化 -2,719，5 日股價報酬 26.19%，5 日法人買賣超 -1,878,408；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,光電業；相對 同產業 強弱分數 78.0，5 日相對強弱 22.54%，20 日相對強弱 41.80%；使用產業分類進行同產業相對比較,投資風險標籤：PE 偏高；估值風險 HIGH：PE=643.33，光電業比較基準中位數約 336.87，約為 1.91 倍；PB=1.06；估值明顯高於比較基準，若成長未持續，評價可能受壓縮,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,確認估值是否合理,投資風險標籤：PE 偏高；估值風險 HIGH：PE=643.33，光電業比較基準中位數約 336.87，約為 1.91 倍；PB=1.06；估值明顯高於比較基準，若成長未持續，評價可能受壓縮；候選分級 D，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pe_ratio"", ""field_value"": 643.33, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""pb_ratio"", ""field_value"": 1.06, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""margin_change_5d"", ""field_value"": -2719.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""price_return_5d"", ""field_value"": 0.2619047619047618, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-02"", ""field_name"": ""risk_flags"", ""field_value"": ""PE 偏高；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
