trade_date,stock_id,stock_name,enrichment_status,enrichment_provider,ai_used,source_evidence_count,missing_data_flags,enriched_industry,enriched_industry_source,industry_main,industry_sub,sector_strength_mode,relative_strength_5d,relative_strength_20d,valuation_context,valuation_risk_level,margin_credit_context,margin_risk_level,margin_price_divergence,sector_context,risk_explanation,opportunity_explanation,data_quality_explanation,manual_review_focus,ai_summary,ai_warning,source_evidence_json
2026-06-30,1342,八貫,OK,rule_based,False,9,,其他,twse,其他,其他,industry_relative,0.1691860802340395,0.1648198956122183,PE=18.82，其他比較基準中位數約 21.96，約為 0.86 倍；PB=4.18，殖利率=5.36%,LOW,"5 日融資變化 -150，5 日股價報酬 18.11%，5 日法人買賣超 356,150；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,其他；相對 同產業 強弱分數 78.0，5 日相對強弱 16.92%，20 日相對強弱 16.48%；使用產業分類進行同產業相對比較,未見重大資料警訊,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,未見重大資料警訊；候選分級 B，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 18.82, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 4.18, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 5.36, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": -150.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.18114406779661, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 75.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,3022,威強電,OK,rule_based,False,10,,電腦及週邊設備業,twse,電腦及週邊設備業,電腦及週邊設備業,industry_relative,0.1614944863836814,0.1525870072470105,PE=22.38，電腦及週邊設備業比較基準中位數約 22.38，約為 1.00 倍；PB=1.21，殖利率=4.43%,LOW,"5 日融資變化 383，5 日股價報酬 11.84%，5 日法人買賣超 2,179,832；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,電腦及週邊設備業；相對 同產業 強弱分數 78.0，5 日相對強弱 16.15%，20 日相對強弱 15.26%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；候選分級 B，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 22.38, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 1.21, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 4.43, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 383.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1184041184041184, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,2414,精技,OK,rule_based,False,10,,電子通路業,twse,電子通路業,電子通路業,industry_relative,0.1165582566590172,0.0794076059955093,PE=14.67，電子通路業比較基準中位數約 14.67，約為 1.00 倍；PB=2.45，殖利率=5.79%,LOW,"5 日融資變化 196，5 日股價報酬 9.85%，5 日法人買賣超 -72,690；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,電子通路業；相對 同產業 強弱分數 78.0，5 日相對強弱 11.66%，20 日相對強弱 7.94%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；候選分級 B，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 14.67, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 2.45, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 5.79, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 196.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.0984555984555985, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,2597,潤弘,OK,rule_based,False,10,,建材營造,twse,建材營造,建材營造,industry_relative,0.0754655552223153,0.1657315553426919,PE=16.24，建材營造比較基準中位數約 13.25，約為 1.23 倍；PB=6.16，殖利率=5.24%；估值高於比較基準，需搭配營收與獲利成長檢查,MEDIUM,"5 日融資變化 -29，5 日股價報酬 10.09%，5 日法人買賣超 1,099,354；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,建材營造；相對 同產業 強弱分數 78.0，5 日相對強弱 7.55%，20 日相對強弱 16.57%；使用產業分類進行同產業相對比較,投資風險標籤：PB 偏高；估值風險 MEDIUM：PE=16.24，建材營造比較基準中位數約 13.25，約為 1.23 倍；PB=6.16，殖利率=5.24%；估值高於比較基準，需搭配營收與獲利成長檢查,候選分級 B，僅供排序與人工檢查,資料完整度可供輔助判斷,確認估值是否合理,投資風險標籤：PB 偏高；估值風險 MEDIUM：PE=16.24，建材營造比較基準中位數約 13.25，約為 1.23 倍；PB=6.16，殖利率=5.24%；估值高於比較基準，需搭配營收與獲利成長檢查；候選分級 B，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""B"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 16.24, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 6.16, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 5.24, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": -29.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.100864553314121, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""PB 偏高"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,0055,元大MSCI金融,PARTIAL,rule_based,False,7,估值資料不足,ETF,rule_based_etf_mapping,ETF,海外市場 ETF,industry_relative,0.1200246461801888,0.1811985696983887,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 142，5 日股價報酬 10.14%，5 日法人買賣超 -399,760；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,ETF；相對 同產業 強弱分數 78.0，5 日相對強弱 12.00%，20 日相對強弱 18.12%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲；資料不足另列檢查，不視為投資風險,候選分級 C，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,投資風險標籤：融資連增但股價不漲；資料不足另列檢查，不視為投資風險；候選分級 C，僅供排序與人工檢查。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""C"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""WATCH_ONLY"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 142.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1013938234490297, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 60.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,3550,聯穎,PARTIAL,rule_based,False,8,估值資料不足,電子零組件業,twse,電子零組件業,電子零組件業,industry_relative,0.232340863464699,0.1138166466678588,估值資料不足，無法判斷 PE 是否偏高,UNKNOWN,"5 日融資變化 1,938，5 日股價報酬 23.33%，5 日法人買賣超 413,789；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,電子零組件業；相對 同產業 強弱分數 78.0，5 日相對強弱 23.23%，20 日相對強弱 11.38%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲；PE 為空或負值；資料不足另列檢查，不視為投資風險,候選分級 D，僅供排序與人工檢查,資料不足：估值資料不足,確認估值是否合理；補查資料缺口,投資風險標籤：融資連增但股價不漲；PE 為空或負值；資料不足另列檢查，不視為投資風險；候選分級 D，僅供排序與人工檢查。,資料不足時不做強結論；本說明僅供人工確認,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 1.52, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 1938.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.2333333333333331, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 75.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；PE 為空或負值；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,6585,鼎基,OK,rule_based,False,11,,其他,twse,其他,其他,industry_relative,0.2331400516531157,0.3791138271624051,PE=25.10，其他比較基準中位數約 21.96，約為 1.14 倍；PB=2.39，殖利率=3.66%,LOW,"5 日融資變化 152，5 日股價報酬 24.51%，5 日法人買賣超 -217,752；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,其他；相對 同產業 強弱分數 78.0，5 日相對強弱 23.31%，20 日相對強弱 37.91%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；候選分級 D，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 25.1, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 2.39, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 3.66, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 152.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.2450980392156863, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 75.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""event_risk_level"", ""field_value"": ""MEDIUM"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,4739,康普,OK,rule_based,False,10,,化學工業,twse,化學工業,化學工業,industry_relative,0.2015001605259493,0.262580868692274,PE=36.92，化學工業比較基準中位數約 36.92，約為 1.00 倍；PB=2.38，殖利率=0.84%,LOW,"5 日融資變化 1,016，5 日股價報酬 20.93%，5 日法人買賣超 -584,749；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,化學工業；相對 同產業 強弱分數 78.0，5 日相對強弱 20.15%，20 日相對強弱 26.26%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；候選分級 D，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 36.92, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 2.38, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 0.84, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 1016.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.2093023255813952, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,2484,希華,OK,rule_based,False,11,,電子零組件業,twse,電子零組件業,電子零組件業,industry_relative,0.1704911524820402,0.4009365828437298,PE=74.73，電子零組件業比較基準中位數約 59.77，約為 1.25 倍；PB=2.15，殖利率=1.27%；估值高於比較基準，需搭配營收與獲利成長檢查,MEDIUM,"5 日融資變化 2,181，5 日股價報酬 17.15%，5 日法人買賣超 -3,600,837；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,電子零組件業；相對 同產業 強弱分數 78.0，5 日相對強弱 17.05%，20 日相對強弱 40.09%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲；PE 偏高；估值風險 MEDIUM：PE=74.73，電子零組件業比較基準中位數約 59.77，約為 1.25 倍；PB=2.15，殖利率=1.27%；估值高於比較基準，需搭配營收與獲利成長檢查,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,確認估值是否合理,投資風險標籤：融資連增但股價不漲；PE 偏高；估值風險 MEDIUM：PE=74.73，電子零組件業比較基準中位數約 59.77，約為 1.25 倍；PB=2.15，殖利率=1.27%；估值高於比較基準，需搭配營收與獲利成長檢查；候選分級 D，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 74.73, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 2.15, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 1.27, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 2181.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1714836223506743, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 78.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""event_risk_level"", ""field_value"": ""MEDIUM"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；PE 偏高；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
2026-06-30,2478,大毅,OK,rule_based,False,10,,電子零組件業,manual,電子零組件業,電子零組件業,industry_relative,0.1668396979635338,0.9254545777023416,PE=40.97，電子零組件業比較基準中位數約 59.77，約為 0.69 倍；PB=2.99，殖利率=1.32%,LOW,"5 日融資變化 2,137，5 日股價報酬 16.78%，5 日法人買賣超 -4,443,624；未見明顯融資/價格背離，不代表沒有籌碼風險",LOW,False,電子零組件業；相對 同產業 強弱分數 86.0，5 日相對強弱 16.68%，20 日相對強弱 92.55%；使用產業分類進行同產業相對比較,投資風險標籤：融資連增但股價不漲；融資暴增但法人賣超；PE 偏高,候選分級 D，僅供排序與人工檢查,資料完整度可供輔助判斷,檢查停損、流動性與事件風險,投資風險標籤：融資連增但股價不漲；融資暴增但法人賣超；PE 偏高；候選分級 D，僅供排序與人工檢查。,,"[{""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""candidate_grade"", ""field_value"": ""D"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""decision"", ""field_value"": ""NO_TRADE"", ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pe_ratio"", ""field_value"": 40.97, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""pb_ratio"", ""field_value"": 2.99, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""dividend_yield"", ""field_value"": 1.32, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""margin_change_5d"", ""field_value"": 2137.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""price_return_5d"", ""field_value"": 0.1678321678321679, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""liquidity_score"", ""field_value"": 92.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""sector_strength_score"", ""field_value"": 86.0, ""confidence"": 0.8, ""warning"": """"}, {""source_name"": ""candidate"", ""source_type"": ""csv"", ""source_date"": ""2026-06-30"", ""field_name"": ""risk_flags"", ""field_value"": ""融資連增但股價不漲；融資暴增但法人賣超；PE 偏高；未通過既有風控"", ""confidence"": 0.8, ""warning"": """"}]"
